407.6,6.68E-03,6.60E-03,1.74E-01
407.7,6.76E-03,6.68E-03,1.76E-01
407.8,6.84E-03,6.77E-03,1.79E-01
407.9,6.93E-03,6.85E-03,1.81E-01
408,7.01E-03,6.94E-03,1.83E-01
408.1,7.09E-03,7.02E-03,1.86E-01
408.2,7.17E-03,7.11E-03,1.88E-01
408.3,7.25E-03,7.20E-03,1.90E-01
408.4,7.34E-03,7.29E-03,1.93E-01
408.5,7.42E-03,7.38E-03,1.95E-01
408.6,7.50E-03,7.47E-03,1.98E-01
408.7,7.59E-03,7.56E-03,2.00E-01
408.8,7.67E-03,7.65E-03,2.02E-01
408.9,7.76E-03,7.74E-03,2.05E-01
409,7.85E-03,7.83E-03,2.07E-01
409.1,7.93E-03,7.92E-03,2.10E-01
409.2,8.02E-03,8.02E-03,2.12E-01
409.3,8.10E-03,8.11E-03,2.15E-01
409.4,8.19E-03,8.21E-03,2.17E-01
409.5,8.28E-03,8.30E-03,2.20E-01
409.6,8.37E-03,8.40E-03,2.23E-01
409.7,8.46E-03,8.50E-03,2.25E-01
409.8,8.54E-03,8.60E-03,2.28E-01
409.9,8.63E-03,8.69E-03,2.30E-01
410,8.72E-03,8.79E-03,2.33E-01
410.1,8.81E-03,8.89E-03,2.36E-01
410.2,8.90E-03,8.99E-03,2.38E-01
410.3,8.99E-03,9.09E-03,2.41E-01
410.4,9.08E-03,9.20E-03,2.44E-01
410.5,9.17E-03,9.30E-03,2.46E-01
410.6,9.26E-03,9.40E-03,2.49E-01
410.7,9.35E-03,9.50E-03,2.52E-01
410.8,9.44E-03,9.61E-03,2.55E-01
410.9,9.53E-03,9.71E-03,2.57E-01
411,9.62E-03,9.82E-03,2.60E-01
411.1,9.71E-03,9.92E-03,2.63E-01
411.2,9.80E-03,1.00E-02,2.66E-01
411.3,9.89E-03,1.01E-02,2.69E-01
411.4,9.98E-03,1.02E-02,2.71E-01
411.5,1.01E-02,1.04E-02,2.74E-01
411.6,1.02E-02,1.05E-02,2.77E-01
411.7,1.03E-02,1.06E-02,2.80E-01
411.8,1.03E-02,1.07E-02,2.83E-01
411.9,1.04E-02,1.08E-02,2.86E-01
412,1.05E-02,1.09E-02,2.89E-01
412.1,1.06E-02,1.10E-02,2.92E-01
412.2,1.07E-02,1.11E-02,2.95E-01
412.3,1.08E-02,1.12E-02,2.98E-01
412.4,1.09E-02,1.14E-02,3.00E-01
412.5,1.10E-02,1.15E-02,3.03E-01
412.6,1.11E-02,1.16E-02,3.06E-01
412.7,1.12E-02,1.17E-02,3.09E-01
412.8,1.13E-02,1.18E-02,3.12E-01
412.9,1.14E-02,1.19E-02,3.15E-01
413,1.15E-02,1.21E-02,3.19E-01
413.1,1.16E-02,1.22E-02,3.22E-01
413.2,1.17E-02,1.23E-02,3.25E-01
413.3,1.17E-02,1.24E-02,3.28E-01
413.4,1.18E-02,1.25E-02,3.31E-01
413.5,1.19E-02,1.26E-02,3.34E-01
413.6,1.20E-02,1.28E-02,3.37E-01
413.7,1.21E-02,1.29E-02,3.40E-01
413.8,1.22E-02,1.30E-02,3.43E-01
413.9,1.23E-02,1.31E-02,3.46E-01
414,1.24E-02,1.33E-02,3.49E-01
414.1,1.25E-02,1.34E-02,3.53E-01
414.2,1.26E-02,1.35E-02,3.56E-01
414.3,1.27E-02,1.36E-02,3.59E-01
414.4,1.28E-02,1.38E-02,3.62E-01
414.5,1.29E-02,1.39E-02,3.65E-01
414.6,1.30E-02,1.40E-02,3.68E-01
414.7,1.31E-02,1.41E-02,3.72E-01
414.8,1.32E-02,1.43E-02,3.75E-01
414.9,1.33E-02,1.44E-02,3.78E-01
415,1.34E-02,1.45E-02,3.81E-01
415.1,1.35E-02,1.47E-02,3.85E-01
415.2,1.36E-02,1.48E-02,3.88E-01
415.3,1.37E-02,1.49E-02,3.91E-01
415.4,1.38E-02,1.51E-02,3.94E-01
415.5,1.39E-02,1.52E-02,3.98E-01
415.6,1.40E-02,1.53E-02,4.01E-01
415.7,1.41E-02,1.55E-02,4.04E-01
415.8,1.42E-02,1.56E-02,4.08E-01
415.9,1.43E-02,1.57E-02,4.11E-01
416,1.44E-02,1.59E-02,4.14E-01
416.1,1.45E-02,1.60E-02,4.17E-01
416.2,1.46E-02,1.61E-02,4.21E-01
416.3,1.47E-02,1.63E-02,4.24E-01
416.4,1.48E-02,1.64E-02,4.27E-01
416.5,1.49E-02,1.65E-02,4.31E-01
416.6,1.50E-02,1.67E-02,4.34E-01
416.7,1.51E-02,1.68E-02,4.37E-01
416.8,1.52E-02,1.70E-02,4.41E-01
416.9,1.53E-02,1.71E-02,4.44E-01
417,1.54E-02,1.72E-02,4.47E-01
417.1,1.55E-02,1.74E-02,4.51E-01
417.2,1.56E-02,1.75E-02,4.54E-01
417.3,1.57E-02,1.77E-02,4.57E-01
417.4,1.58E-02,1.78E-02,4.61E-01
417.5,1.59E-02,1.80E-02,4.64E-01
417.6,1.60E-02,1.81E-02,4.67E-01
417.7,1.61E-02,1.83E-02,4.71E-01
417.8,1.62E-02,1.84E-02,4.74E-01
417.9,1.63E-02,1.85E-02,4.77E-01
418,1.64E-02,1.87E-02,4.80E-01
418.1,1.65E-02,1.88E-02,4.84E-01
418.2,1.66E-02,1.90E-02,4.87E-01
418.3,1.68E-02,1.91E-02,4.90E-01
418.4,1.69E-02,1.93E-02,4.94E-01
418.5,1.70E-02,1.94E-02,4.97E-01
418.6,1.71E-02,1.96E-02,5.00E-01
418.7,1.72E-02,1.97E-02,5.03E-01
418.8,1.73E-02,1.99E-02,5.06E-01
418.9,1.74E-02,2.00E-02,5.10E-01
419,1.75E-02,2.02E-02,5.13E-01
419.1,1.76E-02,2.03E-02,5.16E-01
419.2,1.77E-02,2.05E-02,5.19E-01
419.3,1.78E-02,2.06E-02,5.22E-01
419.4,1.79E-02,2.08E-02,5.25E-01
419.5,1.80E-02,2.09E-02,5.28E-01
419.6,1.81E-02,2.11E-02,5.32E-01
419.7,1.82E-02,2.12E-02,5.35E-01
419.8,1.83E-02,2.14E-02,5.38E-01
419.9,1.84E-02,2.15E-02,5.41E-01
420,1.84E-02,2.17E-02,5.44E-01
420.1,1.85E-02,2.18E-02,5.47E-01
420.2,1.86E-02,2.20E-02,5.50E-01
420.3,1.87E-02,2.21E-02,5.52E-01
420.4,1.88E-02,2.23E-02,5.55E-01
420.5,1.89E-02,2.24E-02,5.58E-01
420.6,1.90E-02,2.26E-02,5.61E-01
420.7,1.91E-02,2.27E-02,5.64E-01
420.8,1.92E-02,2.29E-02,5.67E-01
420.9,1.93E-02,2.30E-02,5.70E-01
421,1.94E-02,2.32E-02,5.72E-01
421.1,1.95E-02,2.33E-02,5.75E-01
421.2,1.96E-02,2.35E-02,5.78E-01
421.3,1.97E-02,2.36E-02,5.81E-01
421.4,1.97E-02,2.38E-02,5.83E-01
421.5,1.98E-02,2.39E-02,5.86E-01
421.6,1.99E-02,2.41E-02,5.89E-01
421.7,2.00E-02,2.43E-02,5.91E-01
421.8,2.01E-02,2.44E-02,5.94E-01
421.9,2.02E-02,2.46E-02,5.97E-01
422,2.03E-02,2.47E-02,5.99E-01
422.1,2.04E-02,2.49E-02,6.02E-01
422.2,2.05E-02,2.50E-02,6.04E-01
422.3,2.05E-02,2.52E-02,6.07E-01
422.4,2.06E-02,2.53E-02,6.10E-01
422.5,2.07E-02,2.55E-02,6.12E-01
422.6,2.08E-02,2.56E-02,6.15E-01
422.7,2.09E-02,2.58E-02,6.17E-01
422.8,2.10E-02,2.60E-02,6.20E-01
422.9,2.11E-02,2.61E-02,6.22E-01
423,2.12E-02,2.63E-02,6.25E-01
423.1,2.12E-02,2.64E-02,6.27E-01
423.2,2.13E-02,2.66E-02,6.30E-01
423.3,2.14E-02,2.68E-02,6.32E-01
423.4,2.15E-02,2.69E-02,6.35E-01
423.5,2.16E-02,2.71E-02,6.37E-01
423.6,2.17E-02,2.72E-02,6.40E-01
423.7,2.18E-02,2.74E-02,6.42E-01
423.8,2.19E-02,2.76E-02,6.45E-01
423.9,2.19E-02,2.77E-02,6.47E-01
424,2.20E-02,2.79E-02,6.50E-01
424.1,2.21E-02,2.81E-02,6.52E-01
424.2,2.22E-02,2.82E-02,6.55E-01
424.3,2.23E-02,2.84E-02,6.57E-01
424.4,2.24E-02,2.86E-02,6.59E-01
424.5,2.25E-02,2.87E-02,6.62E-01
424.6,2.26E-02,2.89E-02,6.64E-01
424.7,2.27E-02,2.91E-02,6.67E-01
424.8,2.27E-02,2.92E-02,6.69E-01
424.9,2.28E-02,2.94E-02,6.72E-01
425,2.29E-02,2.96E-02,6.74E-01
425.1,2.30E-02,2.97E-02,6.77E-01
425.2,2.31E-02,2.99E-02,6.80E-01
425.3,2.32E-02,3.01E-02,6.82E-01
425.4,2.33E-02,3.03E-02,6.85E-01
425.5,2.34E-02,3.04E-02,6.87E-01
425.6,2.35E-02,3.06E-02,6.90E-01
425.7,2.36E-02,3.08E-02,6.92E-01
425.8,2.37E-02,3.10E-02,6.95E-01
425.9,2.38E-02,3.12E-02,6.98E-01
426,2.39E-02,3.13E-02,7.00E-01
426.1,2.40E-02,3.15E-02,7.03E-01
426.2,2.41E-02,3.17E-02,7.05E-01
426.3,2.42E-02,3.19E-02,7.08E-01
426.4,2.43E-02,3.21E-02,7.11E-01
426.5,2.44E-02,3.23E-02,7.13E-01
426.6,2.45E-02,3.25E-02,7.16E-01
426.7,2.46E-02,3.26E-02,7.19E-01
426.8,2.47E-02,3.28E-02,7.21E-01
426.9,2.48E-02,3.30E-02,7.24E-01
427,2.49E-02,3.32E-02,7.26E-01
427.1,2.50E-02,3.34E-02,7.29E-01
427.2,2.51E-02,3.36E-02,7.32E-01
427.3,2.52E-02,3.38E-02,7.34E-01
427.4,2.53E-02,3.40E-02,7.37E-01
427.5,2.54E-02,3.42E-02,7.40E-01
427.6,2.55E-02,3.44E-02,7.42E-01
427.7,2.56E-02,3.46E-02,7.45E-01
427.8,2.57E-02,3.48E-02,7.48E-01
427.9,2.59E-02,3.50E-02,7.50E-01
428,2.60E-02,3.52E-02,7.53E-01
428.1,2.61E-02,3.54E-02,7.55E-01
428.2,2.62E-02,3.56E-02,7.58E-01
428.3,2.63E-02,3.58E-02,7.61E-01
428.4,2.64E-02,3.60E-02,7.63E-01
428.5,2.65E-02,3.62E-02,7.66E-01
428.6,2.66E-02,3.64E-02,7.68E-01
428.7,2.67E-02,3.66E-02,7.71E-01
428.8,2.68E-02,3.68E-02,7.73E-01
428.9,2.70E-02,3.71E-02,7.76E-01
429,2.71E-02,3.73E-02,7.78E-01
429.1,2.72E-02,3.75E-02,7.81E-01
429.2,2.73E-02,3.77E-02,7.83E-01
429.3,2.74E-02,3.79E-02,7.86E-01
429.4,2.75E-02,3.81E-02,7.88E-01
429.5,2.76E-02,3.83E-02,7.91E-01
429.6,2.77E-02,3.86E-02,7.93E-01
429.7,2.78E-02,3.88E-02,7.95E-01
429.8,2.80E-02,3.90E-02,7.98E-01
429.9,2.81E-02,3.92E-02,8.00E-01
430,2.82E-02,3.95E-02,8.03E-01
430.1,2.83E-02,3.97E-02,8.05E-01
430.2,2.84E-02,3.99E-02,8.07E-01
430.3,2.85E-02,4.01E-02,8.09E-01
430.4,2.86E-02,4.04E-02,8.12E-01
430.5,2.88E-02,4.06E-02,8.14E-01
430.6,2.89E-02,4.08E-02,8.16E-01
430.7,2.90E-02,4.11E-02,8.18E-01
430.8,2.91E-02,4.13E-02,8.21E-01
430.9,2.92E-02,4.15E-02,8.23E-01
431,2.93E-02,4.18E-02,8.25E-01
431.1,2.94E-02,4.20E-02,8.27E-01
431.2,2.96E-02,4.22E-02,8.29E-01
431.3,2.97E-02,4.25E-02,8.31E-01
431.4,2.98E-02,4.27E-02,8.33E-01
431.5,2.99E-02,4.29E-02,8.35E-01
431.6,3.00E-02,4.32E-02,8.37E-01
431.7,3.01E-02,4.34E-02,8.39E-01
431.8,3.03E-02,4.37E-02,8.41E-01
431.9,3.04E-02,4.39E-02,8.43E-01
432,3.05E-02,4.42E-02,8.45E-01
432.1,3.06E-02,4.44E-02,8.47E-01
432.2,3.07E-02,4.46E-02,8.49E-01
432.3,3.08E-02,4.49E-02,8.51E-01
432.4,3.10E-02,4.51E-02,8.53E-01
432.5,3.11E-02,4.54E-02,8.55E-01
432.6,3.12E-02,4.56E-02,8.57E-01
432.7,3.13E-02,4.59E-02,8.59E-01
432.8,3.14E-02,4.61E-02,8.61E-01
432.9,3.16E-02,4.64E-02,8.63E-01
433,3.17E-02,4.66E-02,8.65E-01
433.1,3.18E-02,4.69E-02,8.67E-01
433.2,3.19E-02,4.72E-02,8.69E-01
433.3,3.20E-02,4.74E-02,8.71E-01
433.4,3.21E-02,4.77E-02,8.73E-01
433.5,3.23E-02,4.79E-02,8.75E-01
433.6,3.24E-02,4.82E-02,8.76E-01
433.7,3.25E-02,4.84E-02,8.78E-01
433.8,3.26E-02,4.87E-02,8.80E-01
433.9,3.28E-02,4.89E-02,8.82E-01
434,3.29E-02,4.92E-02,8.84E-01
434.1,3.30E-02,4.95E-02,8.86E-01
434.2,3.31E-02,4.97E-02,8.88E-01
434.3,3.32E-02,5.00E-02,8.90E-01
434.4,3.34E-02,5.02E-02,8.92E-01
434.5,3.35E-02,5.05E-02,8.94E-01
434.6,3.36E-02,5.08E-02,8.96E-01
434.7,3.37E-02,5.10E-02,8.98E-01
434.8,3.39E-02,5.13E-02,9.00E-01
434.9,3.40E-02,5.16E-02,9.02E-01
435,3.41E-02,5.18E-02,9.04E-01
435.1,3.42E-02,5.21E-02,9.06E-01
435.2,3.44E-02,5.23E-02,9.08E-01
435.3,3.45E-02,5.26E-02,9.10E-01
435.4,3.46E-02,5.29E-02,9.12E-01
435.5,3.47E-02,5.31E-02,9.14E-01
435.6,3.49E-02,5.34E-02,9.16E-01
435.7,3.50E-02,5.37E-02,9.18E-01
435.8,3.51E-02,5.39E-02,9.20E-01
435.9,3.52E-02,5.42E-02,9.22E-01
436,3.54E-02,5.45E-02,9.24E-01
436.1,3.55E-02,5.47E-02,9.26E-01
436.2,3.56E-02,5.50E-02,9.28E-01
436.3,3.57E-02,5.53E-02,9.30E-01
436.4,3.59E-02,5.55E-02,9.32E-01
436.5,3.60E-02,5.58E-02,9.34E-01
436.6,3.61E-02,5.61E-02,9.36E-01
436.7,3.63E-02,5.63E-02,9.38E-01
436.8,3.64E-02,5.66E-02,9.40E-01
436.9,3.65E-02,5.68E-02,9.42E-01
437,3.66E-02,5.71E-02,9.44E-01
437.1,3.68E-02,5.74E-02,9.46E-01
437.2,3.69E-02,5.76E-02,9.48E-01
437.3,3.70E-02,5.79E-02,9.50E-01
437.4,3.71E-02,5.82E-02,9.52E-01
437.5,3.73E-02,5.84E-02,9.54E-01
437.6,3.74E-02,5.87E-02,9.56E-01
437.7,3.75E-02,5.90E-02,9.57E-01
437.8,3.76E-02,5.92E-02,9.59E-01
437.9,3.78E-02,5.95E-02,9.61E-01
438,3.79E-02,5.97E-02,9.63E-01
438.1,3.80E-02,6.00E-02,9.65E-01
438.2,3.81E-02,6.03E-02,9.66E-01
438.3,3.83E-02,6.05E-02,9.68E-01
438.4,3.84E-02,6.08E-02,9.70E-01
438.5,3.85E-02,6.10E-02,9.71E-01
438.6,3.86E-02,6.13E-02,9.73E-01
438.7,3.88E-02,6.15E-02,9.75E-01
438.8,3.89E-02,6.18E-02,9.76E-01
438.9,3.90E-02,6.21E-02,9.78E-01
439,3.91E-02,6.23E-02,9.79E-01
439.1,3.92E-02,6.26E-02,9.80E-01
439.2,3.94E-02,6.28E-02,9.82E-01
439.3,3.95E-02,6.31E-02,9.83E-01
439.4,3.96E-02,6.33E-02,9.84E-01
439.5,3.97E-02,6.36E-02,9.86E-01
439.6,3.98E-02,6.38E-02,9.87E-01
439.7,3.99E-02,6.40E-02,9.88E-01
439.8,4.00E-02,6.43E-02,9.89E-01
439.9,4.01E-02,6.45E-02,9.90E-01
440,4.03E-02,6.48E-02,9.91E-01
440.1,4.04E-02,6.50E-02,9.92E-01
440.2,4.05E-02,6.53E-02,9.93E-01
440.3,4.06E-02,6.55E-02,9.94E-01
440.4,4.07E-02,6.57E-02,9.94E-01
440.5,4.08E-02,6.60E-02,9.95E-01
440.6,4.09E-02,6.62E-02,9.96E-01
440.7,4.10E-02,6.64E-02,9.96E-01
440.8,4.11E-02,6.67E-02,9.97E-01
440.9,4.12E-02,6.69E-02,9.97E-01
441,4.13E-02,6.71E-02,9.98E-01
441.1,4.14E-02,6.74E-02,9.98E-01
441.2,4.15E-02,6.76E-02,9.99E-01
441.3,4.16E-02,6.78E-02,9.99E-01
441.4,4.17E-02,6.80E-02,9.99E-01
441.5,4.18E-02,6.83E-02,9.99E-01
441.6,4.19E-02,6.85E-02,1.00E+00
441.7,4.20E-02,6.87E-02,1.00E+00
441.8,4.21E-02,6.89E-02,1.00E+00
441.9,4.22E-02,6.92E-02,1.00E+00
442,4.23E-02,6.94E-02,1.00E+00
442.1,4.24E-02,6.96E-02,1.00E+00
442.2,4.24E-02,6.98E-02,1.00E+00
442.3,4.25E-02,7.00E-02,1.00E+00
442.4,4.26E-02,7.03E-02,1.00E+00
442.5,4.27E-02,7.05E-02,1.00E+00
442.6,4.28E-02,7.07E-02,1.00E+00
442.7,4.29E-02,7.09E-02,9.99E-01
442.8,4.30E-02,7.11E-02,9.99E-01
442.9,4.31E-02,7.13E-02,9.99E-01
443,4.32E-02,7.16E-02,9.99E-01
443.1,4.33E-02,7.18E-02,9.99E-01
443.2,4.33E-02,7.20E-02,9.98E-01
443.3,4.34E-02,7.22E-02,9.98E-01
443.4,4.35E-02,7.24E-02,9.98E-01
443.5,4.36E-02,7.26E-02,9.97E-01
443.6,4.37E-02,7.29E-02,9.97E-01
443.7,4.38E-02,7.31E-02,9.97E-01
443.8,4.39E-02,7.33E-02,9.96E-01
443.9,4.40E-02,7.35E-02,9.96E-01
444,4.40E-02,7.37E-02,9.96E-01
444.1,4.41E-02,7.39E-02,9.95E-01
444.2,4.42E-02,7.41E-02,9.95E-01
444.3,4.43E-02,7.44E-02,9.94E-01
444.4,4.44E-02,7.46E-02,9.94E-01
444.5,4.45E-02,7.48E-02,9.94E-01
444.6,4.46E-02,7.50E-02,9.93E-01
444.7,4.47E-02,7.52E-02,9.93E-01
444.8,4.48E-02,7.54E-02,9.92E-01
444.9,4.48E-02,7.57E-02,9.92E-01
445,4.49E-02,7.59E-02,9.92E-01
